prognosis;symptoms
Allergy;continuous_sneezing,chills,watering_from_eyes
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Impetigo;skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,family_history
Paralysis (brain hemorrhage);vomiting,headache,altered_sensorium
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain
GERD;stomach_pain,acidity,vomiting,cough,chest_pain
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Varicose veins;cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Urinary tract infection;burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hypertension ;headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Paralysis (brain hemorrhage);headache,weakness_of_one_body_side,altered_sensorium
Pneumonia;chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Gastroenteritis;vomiting,dehydration,diarrhoea
Tuberculosis;chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes
GERD;stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain
Hepatitis C;yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Hypothyroidism;itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Urinary tract infection;burning_micturition,bladder_discomfort,foul_smell_of urine
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Allergy;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Varicose veins;fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Chronic cholestasis;chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain
Hyperthyroidism;fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Chronic cholestasis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Hypoglycemia;vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Pneumonia;chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Chicken pox;itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Jaundice;itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Peptic ulcer diseae;vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
Heart attack;vomiting,breathlessness,sweating,chest_pain
Varicose veins;fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
AIDS;muscle_wasting,patches_in_throat,high_fever
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination
Malaria;itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Malaria;chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain
Heart attack;vomiting,breathlessness,sweating,chest_pain
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Hepatitis B;itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Hepatitis E;joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances
Heart attack;vomiting,breathlessness,sweating
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Hypoglycemia;fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching
Diabetes ;fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Diabetes ;fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Heart attack;vomiting,breathlessness,sweating,chest_pain
Gastroenteritis;vomiting,dehydration,diarrhoea
Hyperthyroidism;fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Hyperthyroidism;itching,skin_rash,nodal_skin_eruptions
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Allergy;shivering,chills,watering_from_eyes
Hypertension ;chest_pain,dizziness,loss_of_balance,lack_of_concentration
Malaria;chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Tuberculosis;chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Fungal infection;itching,skin_rash,dischromic _patches
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Urinary tract infection;burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Common Cold;continuous_sneezing,chills,watering_from_eyes
Arthritis;muscle_weakness,stiff_neck,movement_stiffness,painful_walking
Hypoglycemia;vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain
Common Cold;continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Paralysis (brain hemorrhage);headache,weakness_of_one_body_side,altered_sensorium
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Cervical spondylosis;back_pain,weakness_in_limbs,dizziness,loss_of_balance
Tuberculosis;vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Varicose veins;fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Urinary tract infection;burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Osteoarthristis;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Typhoid;stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Hepatitis E;joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Fungal infection;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Hypertension ;headache,chest_pain,loss_of_balance,lack_of_concentration
Acne;skin_rash,blackheads,scurring
Hepatitis C;continuous_sneezing,shivering,chills,watering_from_eyes
Fungal infection;itching,skin_rash,dischromic _patches
Dimorphic hemmorhoids(piles);pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain
Chicken pox;itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Bronchial Asthma;fatigue,high_fever,breathlessness,family_history,mucoid_sputum
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Paralysis (brain hemorrhage);headache,weakness_of_one_body_side,altered_sensorium
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Drug Reaction;itching,skin_rash,stomach_pain,spotting_ urination
Dengue;skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Chronic cholestasis;itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Hepatitis D;vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Psoriasis;skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Hypothyroidism;burning_micturition,bladder_discomfort,continuous_feel_of_urine
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Arthritis;muscle_weakness,stiff_neck,movement_stiffness,painful_walking
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
hepatitis A;vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Allergy;continuous_sneezing,shivering,chills
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,unsteadiness
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Allergy;continuous_sneezing,shivering,chills
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,mucoid_sputum
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,loss_of_balance,unsteadiness
Urinary tract infection;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain
Dengue;itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Impetigo;skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Hyperthyroidism;fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Hypertension ;headache,chest_pain,loss_of_balance,lack_of_concentration
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body
Hypertension ;headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Cervical spondylosis;back_pain,weakness_in_limbs,dizziness,loss_of_balance
Migraine;acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
Gastroenteritis;vomiting,sunken_eyes,dehydration,diarrhoea
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain
Chronic cholestasis;vomiting,headache,weakness_of_one_body_side,altered_sensorium
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Osteoarthristis;joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances
AIDS;patches_in_throat,high_fever,extra_marital_contacts
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes
Fungal infection;itching,skin_rash,dischromic _patches
Migraine;acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
AIDS;patches_in_throat,high_fever,extra_marital_contacts
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Hypertension ;headache,chest_pain,loss_of_balance,lack_of_concentration
Acne;skin_rash,blackheads,scurring
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Common Cold;continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side,altered_sensorium
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Jaundice;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,loss_of_balance,unsteadiness
Hypertension ;headache,chest_pain,loss_of_balance,lack_of_concentration
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Jaundice;itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Osteoarthristis;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Allergy;continuous_sneezing,shivering,watering_from_eyes
Heart attack;vomiting,breathlessness,sweating,chest_pain
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
Tuberculosis;vomiting,sweating,chest_pain
Heart attack;vomiting,breathlessness,sweating
Paralysis (brain hemorrhage);vomiting,weakness_of_one_body_side,altered_sensorium
Gastroenteritis;vomiting,sunken_eyes,dehydration,diarrhoea
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Hepatitis C;fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Drug Reaction;yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Hepatitis E;joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Heart attack;vomiting,sweating,chest_pain
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria
(vertigo) Paroymsal  Positional Vertigo;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Peptic ulcer diseae;vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Hypertension ;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Heart attack;vomiting,breathlessness,chest_pain
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Pneumonia;fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Varicose veins;fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances
GERD;stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain
Hepatitis B;itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Allergy;continuous_sneezing,shivering,watering_from_eyes
Varicose veins;fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Osteoarthristis;joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking
Jaundice;joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Common Cold;chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Hypoglycemia;vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Paralysis (brain hemorrhage);headache,weakness_of_one_body_side,altered_sensorium
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Allergy;continuous_sneezing,shivering,watering_from_eyes
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Hepatitis C;fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Malaria;chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain
AIDS;muscle_wasting,patches_in_throat,high_fever
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Fungal infection;itching,skin_rash,nodal_skin_eruptions
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding
Bronchial Asthma;fatigue,cough,high_fever,family_history,mucoid_sputum
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Varicose veins;cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
